"age","api","pho","bel","lin","lgr","lam","lir","lst","lpi","pbd","bch",".row"
22,36,"MORTGAGE",3,"EDUCATION","A",5.25,11.11,0,0.15,"N",4,1995
26,36,"MORTGAGE",6,"PERSONAL","A",5.175,6.03,0,0.14,"N",4,1996
22,38.4,"RENT",4,"EDUCATION","C",3.5,13.99,0,0.09,"N",3,1997
24,40,"RENT",3,"EDUCATION","A",3.5,7.9,0,0.09,"N",4,1998
23,40,"RENT",2,"VENTURE","B",3.5,11.99,0,0.09,"N",4,1999
23,40,"RENT",4,"PERSONAL","C",3.5,13.23,0,0.09,"Y",2,2000
24,40,"RENT",0,"VENTURE","B",3.5,11.11,0,0.09,"N",2,2001
24,36,"OWN",5,"PERSONAL","B",8,10.65,0,0.22,"N",2,2002
25,42,"RENT",0,"VENTURE","A",3.5,5.42,0,0.08,"N",4,2003
23,30,"MORTGAGE",4,"DEBTCONSOLIDATION","B",4.8,10.65,1,0.16,"N",3,2004
26,42,"RENT",3,"PERSONAL","B",3.5,10.74,0,0.08,"N",4,2005
24,42,"RENT",1,"PERSONAL","A",3.5,11.11,0,0.08,"N",3,2006
26,36,"MORTGAGE",5,"PERSONAL","A",4,11.11,0,0.11,"N",3,2007
26,42.5,"RENT",2,"EDUCATION","C",3.5,12.61,0,0.08,"Y",4,2008
24,44,"RENT",3,"EDUCATION","B",3.5,12.69,0,0.08,"N",2,2009
23,45,"RENT",3,"EDUCATION","B",3.5,10.59,0,0.08,"N",4,2010
23,39,"RENT",3,"EDUCATION","B",3.5,11.86,1,0.09,"N",4,2011
22,45,"RENT",0,"MEDICAL","B",3.5,12.53,0,0.08,"N",3,2012
25,30,"MORTGAGE",3,"HOMEIMPROVEMENT","A",12,5.99,1,0.4,"N",4,2013
25,47,"RENT",6,"MEDICAL","B",3.5,9.99,0,0.07,"N",3,2014
25,36,"OWN",2,"MEDICAL","A",8.4,5.99,0,0.23,"N",3,2015
24,30,"MORTGAGE",4,"MEDICAL","D",10,15.99,1,0.33,"Y",2,2016
25,36,"MORTGAGE",0,"MEDICAL","A",5.6,7.49,0,0.16,"N",4,2017
26,36,"MORTGAGE",2,"PERSONAL","A",7,7.49,0,0.19,"N",2,2018
23,48.562,"RENT",4,"VENTURE","A",3.5,8,0,0.07,"N",2,2019
22,50,"RENT",2,"VENTURE","B",3.5,11.11,0,0.07,"N",3,2020
22,36,"MORTGAGE",0,"EDUCATION","B",12.375,11.11,0,0.34,"N",3,2021
22,51.996,"RENT",4,"PERSONAL","B",3.5,9.62,0,0.07,"N",2,2022
24,52,"RENT",4,"DEBTCONSOLIDATION","A",3.5,7.68,0,0.07,"N",2,2023
23,52.692,"RENT",4,"EDUCATION","C",3.5,12.23,0,0.07,"Y",4,2024
25,54.084,"RENT",5,"HOMEIMPROVEMENT","B",3.5,9.25,0,0.06,"N",2,2025
24,55,"RENT",0,"DEBTCONSOLIDATION","B",3.5,8.88,0,0.06,"N",4,2026
22,57,"RENT",1,"EDUCATION","C",3.5,12.61,0,0.06,"Y",2,2027
26,51,"RENT",3,"DEBTCONSOLIDATION","D",3.5,13.24,1,0.07,"Y",4,2028
26,58,"RENT",0,"HOMEIMPROVEMENT","A",3.5,8.59,0,0.06,"N",2,2029
24,59,"RENT",5,"MEDICAL","A",3.5,8.9,0,0.06,"N",3,2030
24,60,"RENT",5,"EDUCATION","B",3.5,11.86,0,0.06,"N",4,2031
25,36,"MORTGAGE",3,"MEDICAL","A",5.3,7.49,0,0.15,"N",3,2032
25,56.4,"RENT",2,"DEBTCONSOLIDATION","D",3.5,15.62,1,0.06,"N",4,2033
22,36,"MORTGAGE",1,"MEDICAL","A",3.5,11.11,0,0.1,"N",2,2034
23,63.816,"RENT",4,"EDUCATION","B",3.5,9.63,0,0.05,"N",3,2035
24,65,"RENT",3,"EDUCATION","A",3.5,7.74,0,0.05,"N",3,2036
25,59,"RENT",3,"MEDICAL","D",3.5,15.65,1,0.06,"N",2,2037
25,66.66,"RENT",0,"EDUCATION","B",3.5,11.11,0,0.05,"N",3,2038
23,36,"MORTGAGE",4,"PERSONAL","C",5,14.79,0,0.14,"N",2,2039
23,70,"RENT",1,"EDUCATION","A",3.5,5.42,0,0.05,"N",3,2040
23,74,"RENT",1,"EDUCATION","C",3.5,12.87,0,0.05,"Y",3,2041
24,74.4,"RENT",1,"EDUCATION","A",3.5,7.29,0,0.05,"N",4,2042
23,74.88,"RENT",3,"EDUCATION","B",3.5,11.11,0,0.05,"N",4,2043
22,75,"RENT",3,"EDUCATION","A",3.5,7.29,0,0.05,"N",2,2044
25,77,"RENT",2,"DEBTCONSOLIDATION","A",3.5,7.9,0,0.05,"N",4,2045
23,78,"RENT",1,"VENTURE","B",3.5,9.96,0,0.04,"N",4,2046
23,81,"RENT",5,"EDUCATION","B",3.5,10.75,0,0.04,"N",3,2047
24,78,"RENT",1,"DEBTCONSOLIDATION","B",3.5,11.83,1,0.04,"N",3,2048
24,36,"MORTGAGE",5,"DEBTCONSOLIDATION","B",7,11.11,0,0.19,"N",4,2049
21,36,"MORTGAGE",1,"MEDICAL","A",4,5.42,0,0.11,"N",3,2050
23,98,"RENT",5,"DEBTCONSOLIDATION","A",3.5,8.07,0,0.04,"N",3,2051
21,110,"RENT",0,"EDUCATION","C",3.5,13.99,0,0.03,"Y",3,2052
23,26,"RENT",2,"MEDICAL","A",3.525,6.62,0,0.14,"N",4,2053
24,36,"RENT",5,"VENTURE","D",3.525,14.59,0,0.1,"Y",3,2054
26,45,"RENT",6,"MEDICAL","A",3.575,11.11,0,0.08,"N",2,2055
21,12.12,"RENT",0,"DEBTCONSOLIDATION","A",3.6,8.32,1,0.3,"N",2,2056
22,36,"MORTGAGE",0,"PERSONAL","A",2,11.11,0,0.06,"N",4,2057
21,15,"RENT",0,"PERSONAL","D",3.6,15.95,1,0.24,"N",2,2058
23,36,"MORTGAGE",2,"VENTURE","B",12,10.74,0,0.33,"N",4,2059
22,18,"RENT",0,"MEDICAL","B",3.6,11.11,1,0.2,"N",3,2060
22,18,"RENT",0,"HOMEIMPROVEMENT","A",3.6,6.91,1,0.2,"N",3,2061
22,18.7,"RENT",3,"EDUCATION","A",3.6,8.9,1,0.19,"N",4,2062
24,20,"RENT",3,"MEDICAL","B",3.6,11.71,0,0.18,"N",4,2063
25,21.6,"RENT",3,"PERSONAL","B",3.6,10.99,0,0.17,"N",4,2064
24,24,"RENT",1,"DEBTCONSOLIDATION","A",3.6,6.62,1,0.15,"N",4,2065
26,24,"RENT",0,"MEDICAL","D",3.6,14.96,1,0.15,"N",4,2066
23,24.216,"RENT",1,"EDUCATION","D",3.6,16.49,1,0.15,"N",3,2067
21,24.996,"RENT",1,"MEDICAL","D",3.6,14.09,1,0.14,"N",3,2068
21,26.4,"RENT",0,"DEBTCONSOLIDATION","C",3.6,14.27,0,0.14,"Y",3,2069
26,30,"RENT",3,"MEDICAL","D",3.6,15.99,1,0.12,"N",4,2070
23,30,"RENT",3,"PERSONAL","A",3.6,5.99,0,0.12,"N",2,2071
24,30,"RENT",0,"PERSONAL","A",3.6,7.49,0,0.12,"N",4,2072
22,30,"RENT",2,"DEBTCONSOLIDATION","B",3.6,10.99,0,0.12,"N",3,2073
24,30,"RENT",1,"VENTURE","A",3.6,8.49,0,0.12,"N",3,2074
22,36,"MORTGAGE",2,"VENTURE","B",7.75,9.99,0,0.22,"N",4,2075
23,30,"RENT",4,"PERSONAL","C",3.6,14.17,0,0.12,"N",3,2076
23,30,"RENT",0,"VENTURE","A",3.6,6.17,0,0.12,"N",2,2077
22,36,"MORTGAGE",2,"DEBTCONSOLIDATION","A",1.8,6.17,0,0.05,"N",4,2078
22,30,"RENT",0,"VENTURE","B",3.6,12.21,0,0.12,"N",3,2079
22,31,"RENT",4,"VENTURE","B",3.6,12.69,0,0.12,"N",3,2080
23,36,"OWN",1,"VENTURE","A",1.8,6.54,0,0.05,"N",4,2081
25,31.2,"RENT",0,"DEBTCONSOLIDATION","A",3.6,8.9,0,0.12,"N",2,2082
23,36,"OWN",1,"MEDICAL","C",14.6,12.61,0,0.41,"Y",2,2083
25,31.8,"RENT",2,"PERSONAL","A",3.6,7.51,0,0.11,"N",3,2084
25,33,"RENT",4,"MEDICAL","B",3.6,10,1,0.11,"N",3,2085
22,35,"RENT",0,"PERSONAL","B",3.6,11.83,0,0.1,"N",3,2086
22,36,"MORTGAGE",2,"PERSONAL","A",12,7.51,0,0.33,"N",4,2087
25,36,"RENT",2,"EDUCATION","C",3.6,15.23,0,0.1,"N",4,2088
22,36,"RENT",2,"EDUCATION","C",3.6,12.99,0,0.1,"N",2,2089
25,36,"MORTGAGE",5,"PERSONAL","A",6,7.88,0,0.17,"N",4,2090
22,36,"RENT",3,"PERSONAL","A",3.6,5.99,0,0.1,"N",2,2091
24,36,"RENT",1,"DEBTCONSOLIDATION","A",3.6,7.29,0,0.1,"N",2,2092
26,36,"MORTGAGE",2,"PERSONAL","B",10,10.75,0,0.28,"N",2,2093
23,30,"MORTGAGE",4,"MEDICAL","D",4,16.32,1,0.13,"Y",4,2094
22,37.008,"RENT",2,"EDUCATION","B",3.6,12.42,0,0.1,"N",4,2095
24,36,"MORTGAGE",3,"MEDICAL","C",8,13.61,0,0.22,"N",2,2096
26,36,"MORTGAGE",6,"PERSONAL","A",4,6.76,0,0.11,"N",3,2097
25,33.772,"RENT",3,"HOMEIMPROVEMENT","D",3.6,16.02,1,0.11,"Y",2,2098
23,40,"RENT",3,"DEBTCONSOLIDATION","C",3.6,15.96,0,0.09,"Y",4,2099
22,36,"MORTGAGE",0,"MEDICAL","A",4.5,7.51,0,0.13,"N",2,2100
24,40,"RENT",1,"MEDICAL","C",3.6,13.49,0,0.09,"N",3,2101
25,36,"MORTGAGE",5,"VENTURE","E",4.8,17.93,0,0.13,"N",3,2102
26,36,"MORTGAGE",3,"HOMEIMPROVEMENT","A",5.4,7.51,0,0.15,"N",4,2103
25,36,"MORTGAGE",0,"DEBTCONSOLIDATION","A",9,7.14,0,0.25,"N",4,2104
23,36,"MORTGAGE",3,"VENTURE","B",4.8,10.38,0,0.13,"N",4,2105
24,40,"RENT",0,"EDUCATION","B",3.6,10.59,0,0.09,"N",2,2106
23,36,"OWN",3,"EDUCATION","A",8.5,7.51,0,0.24,"N",3,2107
22,40,"RENT",0,"PERSONAL","A",3.6,6.17,0,0.09,"N",2,2108
24,40,"RENT",2,"DEBTCONSOLIDATION","B",3.6,11.12,0,0.09,"N",3,2109
25,36,"MORTGAGE",3,"VENTURE","B",5,11.11,0,0.14,"N",4,2110
22,36,"MORTGAGE",1,"EDUCATION","A",6,7.51,0,0.17,"N",4,2111
22,42,"RENT",0,"VENTURE","C",3.6,14.72,0,0.09,"Y",4,2112
23,36,"OWN",2,"VENTURE","B",15,11.36,0,0.42,"N",4,2113
23,37.44,"RENT",0,"VENTURE","B",11,11.11,0,0.29,"N",2,2114
24,36,"MORTGAGE",4,"VENTURE","D",2,14.96,0,0.06,"N",2,2115
22,39.5,"RENT",3,"DEBTCONSOLIDATION","C",11,12.68,0,0.28,"Y",2,2116
22,39.996,"RENT",3,"PERSONAL","A",11,5.79,0,0.28,"N",2,2117
22,34,"RENT",2,"HOMEIMPROVEMENT","D",11,15.99,1,0.32,"N",3,2118
22,41,"RENT",2,"DEBTCONSOLIDATION","B",11,12.18,0,0.27,"N",4,2119
24,41.28,"RENT",3,"VENTURE","D",11,15.28,0,0.27,"N",3,2120
25,36,"MORTGAGE",3,"DEBTCONSOLIDATION","C",7,12.73,0,0.19,"Y",2,2121
22,42,"RENT",3,"PERSONAL","B",11,11.71,0,0.26,"N",2,2122
23,36,"RENT",0,"VENTURE","C",11,13.11,1,0.31,"Y",3,2123
25,44.975,"RENT",2,"MEDICAL","A",11,6.99,0,0.24,"N",4,2124
26,45,"RENT",3,"DEBTCONSOLIDATION","A",11,6.99,0,0.24,"N",2,2125
25,45,"RENT",2,"DEBTCONSOLIDATION","B",11,9.25,0,0.24,"N",2,2126
23,36,"OWN",2,"VENTURE","C",5,12.87,0,0.14,"Y",3,2127
25,36,"MORTGAGE",0,"MEDICAL","C",5.4,14.26,0,0.15,"N",3,2128
22,36,"OWN",4,"EDUCATION","D",5,14.61,0,0.14,"N",2,2129
22,45.504,"RENT",2,"DEBTCONSOLIDATION","B",11,10.99,0,0.24,"N",2,2130
22,46,"RENT",3,"EDUCATION","B",11,10.59,0,0.24,"N",3,2131
24,36,"MORTGAGE",3,"PERSONAL","B",4.75,11.83,0,0.13,"N",3,2132
22,46,"RENT",4,"PERSONAL","A",11,7.49,0,0.24,"N",4,2133
24,47.16,"RENT",5,"VENTURE","B",11,11.14,0,0.23,"N",4,2134
23,30,"MORTGAGE",4,"VENTURE","D",9.5,15.31,1,0.32,"N",2,2135
22,48,"RENT",2,"EDUCATION","B",11,10.75,0,0.23,"N",4,2136
24,49.278,"RENT",4,"VENTURE","C",11,13.22,0,0.22,"N",2,2137
22,50,"RENT",1,"MEDICAL","A",11,11.11,0,0.22,"N",2,2138
23,36,"MORTGAGE",3,"DEBTCONSOLIDATION","C",3,13.22,0,0.08,"N",4,2139
25,50,"RENT",0,"EDUCATION","B",11,12.53,0,0.22,"N",2,2140
26,44,"RENT",4,"DEBTCONSOLIDATION","D",11,15.31,1,0.25,"N",2,2141
22,50.985,"RENT",4,"EDUCATION","C",11,13.11,0,0.22,"N",2,2142
22,36,"MORTGAGE",3,"MEDICAL","B",6,12.53,0,0.17,"N",2,2143
26,36,"MORTGAGE",0,"DEBTCONSOLIDATION","A",6.35,8.94,0,0.18,"N",4,2144
26,46,"RENT",3,"MEDICAL","D",11,16.29,1,0.24,"Y",3,2145
23,54.996,"RENT",2,"MEDICAL","C",11,11.11,0,0.2,"N",2,2146
23,30,"MORTGAGE",0,"HOMEIMPROVEMENT","A",1,9.32,1,0.03,"N",4,2147
23,56,"RENT",3,"DEBTCONSOLIDATION","A",11,7.49,0,0.2,"N",4,2148
21,36,"MORTGAGE",1,"DEBTCONSOLIDATION","A",8,9.32,0,0.22,"N",3,2149
26,58.195,"RENT",3,"PERSONAL","B",11,9.91,0,0.19,"N",2,2150
22,59,"RENT",2,"EDUCATION","B",11,10.74,0,0.19,"N",2,2151
24,36,"MORTGAGE",3,"HOMEIMPROVEMENT","A",6.4,9.38,0,0.18,"N",4,2152
23,60,"RENT",1,"EDUCATION","C",11,14.22,0,0.18,"N",4,2153
22,36,"MORTGAGE",2,"DEBTCONSOLIDATION","A",10,8.32,0,0.28,"N",3,2154
24,65,"RENT",5,"HOMEIMPROVEMENT","A",11,7.51,0,0.17,"N",4,2155
26,36,"MORTGAGE",8,"HOMEIMPROVEMENT","C",6,12.29,0,0.17,"Y",4,2156
24,36,"MORTGAGE",3,"EDUCATION","B",8,9.83,0,0.22,"N",3,2157
26,70,"RENT",5,"HOMEIMPROVEMENT","A",11,6.62,0,0.16,"N",4,2158
22,71.2,"RENT",2,"VENTURE","B",11,12.42,0,0.15,"N",2,2159
23,81.6,"RENT",3,"PERSONAL","B",11,11.11,0,0.13,"N",3,2160
24,85,"RENT",1,"MEDICAL","A",11,6.91,0,0.13,"N",2,2161
24,90,"RENT",2,"EDUCATION","B",11,11.14,0,0.12,"N",3,2162
24,100,"RENT",6,"DEBTCONSOLIDATION","A",11,5.42,0,0.11,"N",4,2163
25,36.3,"MORTGAGE",5,"VENTURE","A",9,6.99,0,0.25,"N",2,2164
25,30.3,"MORTGAGE",4,"MEDICAL","B",5,10,1,0.17,"N",2,2165
26,125,"RENT",1,"MEDICAL","C",11,12.98,0,0.09,"Y",4,2166
22,30.4,"MORTGAGE",2,"VENTURE","C",9.95,15.27,1,0.33,"N",4,2167
25,36.4,"MORTGAGE",4,"VENTURE","C",11,12.29,0,0.3,"N",3,2168
21,33,"RENT",2,"EDUCATION","C",10.8,12.23,1,0.33,"N",3,2169
24,34,"RENT",3,"PERSONAL","D",10.8,14.42,1,0.32,"Y",4,2170
22,36.48,"RENT",2,"VENTURE","B",10.8,8.88,0,0.3,"N",4,2171
26,33.996,"RENT",2,"PERSONAL","B",10.8,11.12,1,0.32,"N",3,2172
24,36.5,"MORTGAGE",3,"VENTURE","B",2.5,10.37,0,0.07,"N",3,2173
24,40,"RENT",0,"DEBTCONSOLIDATION","A",10.8,6.92,0,0.27,"N",4,2174
24,43.68,"RENT",1,"VENTURE","A",10.8,5.42,0,0.25,"N",2,2175
26,45,"RENT",0,"MEDICAL","A",10.8,6.17,0,0.24,"N",3,2176
24,45.996,"RENT",2,"VENTURE","C",10.8,13.16,0,0.23,"N",4,2177
25,36.5,"MORTGAGE",7,"DEBTCONSOLIDATION","A",3.2,9.63,0,0.09,"N",3,2178
24,36.5,"MORTGAGE",0,"EDUCATION","C",7,13.16,0,0.19,"Y",4,2179
26,42,"RENT",2,"PERSONAL","C",10.8,13.99,1,0.26,"N",2,2180
22,36.6,"MORTGAGE",2,"DEBTCONSOLIDATION","A",9.95,7.29,0,0.27,"N",3,2181
25,50,"RENT",2,"VENTURE","B",10.8,10.75,0,0.22,"N",3,2182
22,44.4,"RENT",2,"PERSONAL","E",10.8,18.79,1,0.24,"N",3,2183
23,55,"RENT",2,"MEDICAL","B",10.8,8.88,0,0.2,"N",2,2184
25,55,"RENT",2,"VENTURE","C",10.8,13.57,0,0.2,"N",2,2185
21,57,"RENT",0,"EDUCATION","C",10.8,13.22,0,0.19,"N",3,2186
23,72,"RENT",3,"MEDICAL","A",10.8,7.88,0,0.15,"N",2,2187
22,36.933,"MORTGAGE",2,"VENTURE","C",10,12.22,0,0.27,"Y",4,2188
22,75,"RENT",0,"MEDICAL","B",10.8,9.62,0,0.14,"N",3,2189
25,62.165,"RENT",2,"MEDICAL","D",10.8,15.65,1,0.15,"Y",4,2190
23,115,"RENT",0,"PERSONAL","C",10.8,14.65,0,0.09,"N",4,2191
23,36.996,"OWN",4,"MEDICAL","A",10,7.51,0,0.27,"N",3,2192
22,20.796,"RENT",1,"DEBTCONSOLIDATION","D",10.775,15.37,1,0.52,"Y",2,2193
24,24,"RENT",0,"HOMEIMPROVEMENT","D",10.75,15.2,1,0.45,"Y",2,2194
22,29.95,"RENT",0,"HOMEIMPROVEMENT","D",10.75,14.11,1,0.36,"N",3,2195
23,33.6,"RENT",2,"DEBTCONSOLIDATION","C",10.75,11.11,1,0.32,"Y",3,2196
26,36,"RENT",7,"VENTURE","E",10.75,16,0,0.3,"Y",4,2197
23,37,"OWN",0,"EDUCATION","A",6,8.9,0,0.16,"N",3,2198
25,39,"RENT",1,"HOMEIMPROVEMENT","D",10.75,14.59,1,0.28,"Y",4,2199
23,32,"RENT",4,"PERSONAL","A",10.7,6.03,1,0.33,"N",3,2200
26,48,"RENT",2,"EDUCATION","A",10.7,9.63,0,0.22,"N",4,2201
25,54,"RENT",7,"HOMEIMPROVEMENT","C",10.7,11.11,1,0.2,"Y",2,2202
23,37,"MORTGAGE",3,"PERSONAL","B",6.4,11.71,0,0.17,"N",3,2203
26,68,"RENT",4,"EDUCATION","B",10.7,12.42,0,0.16,"N",4,2204
25,37,"OWN",0,"VENTURE","C",10,15.96,0,0.27,"N",3,2205
22,37,"MORTGAGE",1,"VENTURE","C",2,14.27,0,0.05,"Y",2,2206
25,24,"RENT",2,"MEDICAL","A",10.625,6.03,1,0.44,"N",2,2207
26,37,"MORTGAGE",7,"EDUCATION","B",8.4,10.99,0,0.23,"N",4,2208
25,37,"MORTGAGE",6,"HOMEIMPROVEMENT","D",7,15.62,0,0.19,"Y",3,2209
23,25,"RENT",0,"EDUCATION","B",10.625,11.71,1,0.42,"N",3,2210
22,37,"MORTGAGE",0,"MEDICAL","A",15,8.49,0,0.41,"N",2,2211
26,30,"RENT",0,"VENTURE","B",10.625,11.71,1,0.35,"N",3,2212
24,37,"MORTGAGE",3,"MEDICAL","A",6.075,5.99,0,0.16,"N",3,2213
24,62.467,"RENT",0,"HOMEIMPROVEMENT","A",10.625,8.49,0,0.17,"N",2,2214
22,31.2,"RENT",0,"MEDICAL","C",10.6,12.99,1,0.34,"N",2,2215
24,33.048,"RENT",6,"EDUCATION","C",10.6,11.97,1,0.32,"Y",3,2216
24,42,"RENT",4,"PERSONAL","C",10.6,13.16,0,0.25,"Y",4,2217
25,57.7,"RENT",2,"MEDICAL","D",10.6,14.91,1,0.18,"Y",4,2218
24,37,"MORTGAGE",4,"MEDICAL","A",4,11.11,0,0.11,"N",4,2219
22,75,"RENT",3,"EDUCATION","B",10.6,10.99,0,0.14,"N",3,2220
24,94,"RENT",3,"PERSONAL","B",10.6,12.18,0,0.11,"N",4,2221
25,30,"RENT",3,"VENTURE","D",10.5,16.29,1,0.35,"N",2,2222
22,37,"MORTGAGE",3,"DEBTCONSOLIDATION","A",15,6.54,0,0.41,"N",3,2223
22,29,"RENT",2,"EDUCATION","B",10.5,9.99,1,0.36,"N",3,2224
25,35.22,"RENT",2,"DEBTCONSOLIDATION","A",10.5,7.29,0,0.3,"N",3,2225
22,37,"MORTGAGE",2,"DEBTCONSOLIDATION","A",13,7.88,0,0.35,"N",4,2226
25,39.204,"RENT",3,"PERSONAL","F",10.5,11.11,0,0.27,"Y",4,2227
22,41.9,"RENT",3,"EDUCATION","A",10.5,8.49,0,0.25,"N",2,2228
24,44.64,"RENT",0,"VENTURE","B",10.5,10.36,0,0.24,"N",2,2229
22,45,"RENT",0,"PERSONAL","A",10.5,6.99,0,0.23,"N",2,2230
22,49,"RENT",1,"HOMEIMPROVEMENT","A",10.5,9.38,1,0.21,"N",2,2231
24,85,"RENT",1,"VENTURE","A",10.5,6.92,0,0.12,"N",3,2232
23,43.5,"RENT",0,"MEDICAL","C",10.45,13.57,0,0.24,"N",2,2233
26,37,"MORTGAGE",4,"VENTURE","A",10.4,8.94,0,0.28,"N",3,2234
23,37,"MORTGAGE",2,"EDUCATION","A",10,7.74,0,0.27,"N",3,2235
24,37,"OTHER",2,"EDUCATION","B",5,11.58,0,0.14,"N",3,2236
23,37,"RENT",1,"EDUCATION","A",10.4,7.66,0,0.28,"N",4,2237
22,32.4,"RENT",2,"MEDICAL","D",10.4,14.84,1,0.32,"N",2,2238
25,40,"RENT",6,"EDUCATION","B",10.4,9.91,0,0.26,"N",4,2239
21,40.8,"RENT",1,"PERSONAL","A",10.4,9.32,0,0.25,"N",3,2240
23,41.004,"RENT",2,"PERSONAL","B",10.4,12.53,0,0.25,"N",4,2241
24,37,"MORTGAGE",4,"MEDICAL","B",25,10.08,0,0.68,"N",2,2242
23,43.5,"RENT",2,"PERSONAL","C",10.4,13.49,0,0.24,"N",4,2243
24,44,"RENT",4,"DEBTCONSOLIDATION","B",10.4,12.69,0,0.24,"N",4,2244
23,51,"RENT",4,"DEBTCONSOLIDATION","A",10.4,11.11,0,0.2,"N",2,2245
25,57.3,"RENT",2,"PERSONAL","C",10.4,11.66,0,0.18,"N",4,2246
22,57.46,"RENT",1,"EDUCATION","C",10.4,13.49,0,0.18,"Y",3,2247
23,60,"RENT",3,"VENTURE","D",10.4,14.91,0,0.17,"Y",4,2248
22,83.252,"RENT",4,"VENTURE","B",10.4,12.21,0,0.12,"N",3,2249
25,35.28,"RENT",3,"DEBTCONSOLIDATION","C",10.375,14.27,1,0.29,"Y",4,2250
23,29.856,"RENT",0,"PERSONAL","A",10.3,8.94,1,0.34,"N",4,2251
21,45,"RENT",3,"EDUCATION","B",10.3,10.59,0,0.23,"N",2,2252
26,54.996,"RENT",1,"HOMEIMPROVEMENT","A",10.25,7.29,0,0.19,"N",2,2253
25,60,"RENT",3,"HOMEIMPROVEMENT","A",10.25,6.62,0,0.17,"N",4,2254
23,66,"RENT",4,"DEBTCONSOLIDATION","E",10.25,14.38,1,0.16,"N",4,2255
24,37.2,"MORTGAGE",5,"PERSONAL","A",13,6.91,0,0.35,"N",2,2256
26,37.2,"MORTGAGE",1,"PERSONAL","B",6,10.36,0,0.16,"N",2,2257
26,36,"RENT",1,"PERSONAL","B",10.2,12.69,0,0.28,"N",4,2258
22,42,"RENT",0,"PERSONAL","A",3.6,7.37,0,0.09,"N",3,2259
22,44.094,"RENT",1,"VENTURE","A",3.6,7.37,0,0.08,"N",3,2260
23,45,"RENT",2,"VENTURE","A",3.6,6.03,0,0.08,"N",3,2261
23,45,"RENT",3,"EDUCATION","B",3.6,11.49,0,0.08,"N",3,2262
24,45,"RENT",0,"MEDICAL","A",3.6,6.91,0,0.08,"N",4,2263
22,39.6,"RENT",4,"DEBTCONSOLIDATION","D",3.6,17.49,1,0.09,"Y",3,2264
22,41,"RENT",2,"DEBTCONSOLIDATION","D",3.6,16.77,1,0.09,"Y",3,2265
22,37.308,"MORTGAGE",0,"PERSONAL","B",8.4,9.99,0,0.23,"N",4,2266
23,37.344,"MORTGAGE",0,"EDUCATION","C",3.2,12.68,0,0.09,"Y",2,2267
25,31.417,"MORTGAGE",4,"EDUCATION","B",7,10.36,1,0.22,"N",3,2268
22,44,"RENT",3,"HOMEIMPROVEMENT","C",3.6,13.43,1,0.08,"Y",2,2269
24,50,"RENT",4,"DEBTCONSOLIDATION","B",3.6,11.36,0,0.07,"N",3,2270
21,50.35,"RENT",3,"EDUCATION","A",3.6,7.88,0,0.07,"N",3,2271
23,54,"RENT",0,"MEDICAL","B",3.6,12.42,0,0.07,"N",3,2272
23,54.804,"RENT",4,"EDUCATION","D",3.6,16.77,0,0.07,"Y",4,2273
23,37.46,"MORTGAGE",2,"EDUCATION","C",7.125,13.99,0,0.19,"N",4,2274
23,55,"RENT",5,"PERSONAL","A",3.6,5.99,0,0.07,"N",3,2275
25,55.2,"RENT",0,"HOMEIMPROVEMENT","C",3.6,13.98,0,0.07,"N",4,2276
25,54,"RENT",1,"PERSONAL","A",3.6,11.11,1,0.07,"N",3,2277
23,60,"RENT",4,"VENTURE","A",3.6,7.9,0,0.06,"N",2,2278
26,37.5,"MORTGAGE",4,"DEBTCONSOLIDATION","A",7,6.54,0,0.19,"N",4,2279
25,60.9,"RENT",2,"PERSONAL","A",3.6,6.91,0,0.06,"N",3,2280
24,37.5,"MORTGAGE",2,"DEBTCONSOLIDATION","A",5.6,8.94,0,0.15,"N",4,2281
23,65,"RENT",2,"DEBTCONSOLIDATION","B",3.6,11.49,0,0.06,"N",2,2282
24,65,"RENT",0,"EDUCATION","B",3.6,10.59,0,0.06,"N",2,2283
25,67,"RENT",2,"VENTURE","B",3.6,9.99,0,0.05,"N",4,2284
25,51.85,"RENT",2,"MEDICAL","C",3.6,13.99,1,0.06,"N",2,2285
25,37.56,"OWN",4,"HOMEIMPROVEMENT","B",5,10.99,0,0.13,"N",3,2286
26,72,"RENT",2,"VENTURE","B",3.6,10.74,0,0.05,"N",4,2287
25,37.596,"MORTGAGE",3,"PERSONAL","B",12,11.99,0,0.32,"N",4,2288
26,75,"RENT",0,"HOMEIMPROVEMENT","A",3.6,8.94,0,0.05,"N",4,2289
23,37.7,"MORTGAGE",4,"EDUCATION","D",8,15.62,0,0.21,"Y",3,2290
26,84.996,"RENT",4,"EDUCATION","B",3.6,11.99,0,0.04,"N",2,2291
22,93,"RENT",1,"HOMEIMPROVEMENT","D",3.6,16.77,1,0.04,"Y",3,2292
23,110,"RENT",0,"PERSONAL","A",3.6,11.11,0,0.03,"N",3,2293
25,31.8,"OTHER",1,"HOMEIMPROVEMENT","C",10,12.53,1,0.31,"N",3,2294
26,37.82,"MORTGAGE",3,"HOMEIMPROVEMENT","A",6.3,11.11,0,0.17,"N",4,2295
26,24,"RENT",1,"HOMEIMPROVEMENT","B",3.625,11.11,1,0.15,"N",4,2296
25,52,"RENT",0,"HOMEIMPROVEMENT","A",3.625,6.54,0,0.07,"N",3,2297
23,52,"RENT",2,"PERSONAL","B",3.625,10.59,1,0.07,"N",2,2298
